P [bar]    mc [ mol/kg]    xw_C   rho_W [kg/m3]   rho_C [kg/m3]    Z_W    Z_C    eps_r    chiw_W    chiw_C    Ndchi1w/dNw    Ndchi1w/dNc   Vdchi1w/dV
364.03   1.9269   0.000729   1020.60   956.09    0.258664   0.643502   68.9230    0.0941   0.9747    -0.0733   -0.0506   0.0725
364.53   1.9274   0.000729   1020.62   956.37    0.259016   0.644199   68.9238    0.0941   0.9747    -0.0733   -0.0506   0.0725
365.03   1.9279   0.000729   1020.65   956.65    0.259369   0.644896   68.9246    0.0941   0.9747    -0.0733   -0.0506   0.0725
365.53   1.9283   0.000729   1020.67   956.92    0.259721   0.645592   68.9253    0.0941   0.9747    -0.0733   -0.0506   0.0725
366.03   1.9288   0.000729   1020.69   957.20    0.260074   0.646289   68.9261    0.0941   0.9747    -0.0733   -0.0506   0.0725
366.53   1.9293   0.000728   1020.71   957.48    0.260426   0.646986   68.9269    0.0941   0.9747    -0.0733   -0.0506   0.0725
367.03   1.9297   0.000728   1020.74   957.75    0.260779   0.647682   68.9276    0.0941   0.9747    -0.0733   -0.0506   0.0725
367.53   1.9302   0.000728   1020.76   958.03    0.261131   0.648379   68.9284    0.0941   0.9747    -0.0733   -0.0506   0.0725
368.03   1.9307   0.000728   1020.78   958.30    0.261484   0.649075   68.9292    0.0941   0.9747    -0.0733   -0.0506   0.0725
368.53   1.9311   0.000728   1020.80   958.57    0.261836   0.649771   68.9300    0.0941   0.9747    -0.0733   -0.0506   0.0725
369.03   1.9316   0.000728   1020.82   958.85    0.262188   0.650467   68.9307    0.0941   0.9747    -0.0733   -0.0506   0.0725
369.53   1.9321   0.000727   1020.84   959.12    0.262541   0.651163   68.9315    0.0941   0.9747    -0.0733   -0.0507   0.0725
370.03   1.9325   0.000727   1020.87   959.39    0.262893   0.651859   68.9323    0.0941   0.9747    -0.0733   -0.0507   0.0725
370.53   1.9330   0.000727   1020.89   959.67    0.263246   0.652554   68.9330    0.0941   0.9747    -0.0733   -0.0507   0.0725
371.03   1.9335   0.000727   1020.91   959.94    0.263598   0.653250   68.9338    0.0941   0.9747    -0.0733   -0.0507   0.0725
371.53   1.9339   0.000727   1020.93   960.21    0.263950   0.653945   68.9346    0.0940   0.9747    -0.0733   -0.0507   0.0725
372.03   1.9344   0.000726   1020.95   960.48    0.264303   0.654641   68.9354    0.0940   0.9747    -0.0733   -0.0507   0.0725
372.53   1.9348   0.000726   1020.98   960.75    0.264655   0.655336   68.9361    0.0940   0.9747    -0.0733   -0.0507   0.0725
373.03   1.9353   0.000726   1021.00   961.02    0.265007   0.656031   68.9369    0.0940   0.9746    -0.0733   -0.0507   0.0725
373.53   1.9358   0.000726   1021.02   961.29    0.265360   0.656726   68.9377    0.0940   0.9746    -0.0733   -0.0507   0.0725
374.03   1.9362   0.000726   1021.04   961.56    0.265712   0.657421   68.9385    0.0940   0.9746    -0.0733   -0.0507   0.0725
374.53   1.9367   0.000726   1021.06   961.83    0.266064   0.658115   68.9393    0.0940   0.9746    -0.0733   -0.0507   0.0725
375.03   1.9371   0.000725   1021.09   962.10    0.266417   0.658810   68.9400    0.0940   0.9746    -0.0733   -0.0507   0.0725
375.53   1.9376   0.000725   1021.11   962.37    0.266769   0.659504   68.9408    0.0940   0.9746    -0.0733   -0.0507   0.0725
376.03   1.9381   0.000725   1021.13   962.63    0.267121   0.660199   68.9416    0.0940   0.9746    -0.0733   -0.0507   0.0725
376.53   1.9385   0.000725   1021.15   962.90    0.267474   0.660893   68.9424    0.0940   0.9746    -0.0733   -0.0507   0.0725
377.03   1.9390   0.000725   1021.17   963.17    0.267826   0.661587   68.9432    0.0940   0.9746    -0.0733   -0.0507   0.0725
377.53   1.9394   0.000725   1021.20   963.44    0.268178   0.662281   68.9440    0.0940   0.9746    -0.0733   -0.0507   0.0725
378.03   1.9399   0.000724   1021.22   963.70    0.268530   0.662975   68.9447    0.0940   0.9746    -0.0733   -0.0507   0.0725
378.53   1.9403   0.000724   1021.24   963.97    0.268883   0.663669   68.9455    0.0940   0.9746    -0.0733   -0.0507   0.0725
379.03   1.9408   0.000724   1021.26   964.23    0.269235   0.664362   68.9463    0.0940   0.9746    -0.0733   -0.0507   0.0725
379.53   1.9412   0.000724   1021.28   964.50    0.269587   0.665056   68.9471    0.0940   0.9746    -0.0733   -0.0507   0.0725
380.03   1.9417   0.000724   1021.30   964.76    0.269939   0.665749   68.9479    0.0940   0.9746    -0.0733   -0.0507   0.0725
380.53   1.9422   0.000724   1021.33   965.03    0.270292   0.666442   68.9487    0.0940   0.9746    -0.0733   -0.0507   0.0725
381.03   1.9426   0.000723   1021.35   965.29    0.270644   0.667136   68.9495    0.0940   0.9746    -0.0733   -0.0507   0.0725
381.53   1.9431   0.000723   1021.37   965.56    0.270996   0.667829   68.9503    0.0940   0.9746    -0.0733   -0.0507   0.0725
382.03   1.9435   0.000723   1021.39   965.82    0.271348   0.668522   68.9511    0.0940   0.9746    -0.0733   -0.0507   0.0725
382.53   1.9440   0.000723   1021.41   966.08    0.271700   0.669214   68.9518    0.0940   0.9746    -0.0733   -0.0507   0.0725
383.03   1.9444   0.000723   1021.44   966.35    0.272053   0.669907   68.9526    0.0940   0.9746    -0.0733   -0.0507   0.0725
383.53   1.9449   0.000723   1021.46   966.61    0.272405   0.670600   68.9534    0.0940   0.9746    -0.0733   -0.0507   0.0725
384.03   1.9453   0.000722   1021.48   966.87    0.272757   0.671292   68.9542    0.0940   0.9746    -0.0733   -0.0507   0.0725
384.53   1.9458   0.000722   1021.50   967.13    0.273109   0.671984   68.9550    0.0940   0.9746    -0.0733   -0.0507   0.0725
385.03   1.9462   0.000722   1021.52   967.39    0.273461   0.672677   68.9558    0.0940   0.9746    -0.0733   -0.0507   0.0725
385.53   1.9467   0.000722   1021.54   967.65    0.273813   0.673369   68.9566    0.0940   0.9746    -0.0733   -0.0507   0.0725
386.03   1.9471   0.000722   1021.57   967.91    0.274165   0.674061   68.9574    0.0940   0.9746    -0.0733   -0.0507   0.0725
386.53   1.9476   0.000722   1021.59   968.17    0.274517   0.674753   68.9582    0.0940   0.9746    -0.0733   -0.0507   0.0725
387.03   1.9480   0.000721   1021.61   968.43    0.274870   0.675444   68.9590    0.0940   0.9745    -0.0733   -0.0507   0.0725
387.53   1.9485   0.000721   1021.63   968.69    0.275222   0.676136   68.9598    0.0940   0.9745    -0.0733   -0.0507   0.0725
388.03   1.9489   0.000721   1021.65   968.95    0.275574   0.676828   68.9606    0.0940   0.9745    -0.0733   -0.0507   0.0725
388.53   1.9494   0.000721   1021.68   969.21    0.275926   0.677519   68.9614    0.0940   0.9745    -0.0733   -0.0507   0.0725
389.03   1.9498   0.000721   1021.70   969.47    0.276278   0.678210   68.9622    0.0940   0.9745    -0.0733   -0.0507   0.0725
389.53   1.9503   0.000721   1021.72   969.73    0.276630   0.678901   68.9630    0.0940   0.9745    -0.0733   -0.0507   0.0725
390.03   1.9507   0.000721   1021.74   969.98    0.276982   0.679592   68.9638    0.0940   0.9745    -0.0733   -0.0507   0.0725
390.53   1.9512   0.000720   1021.76   970.24    0.277334   0.680283   68.9646    0.0940   0.9745    -0.0733   -0.0507   0.0725
391.03   1.9516   0.000720   1021.78   970.50    0.277686   0.680974   68.9654    0.0940   0.9745    -0.0733   -0.0507   0.0725
391.53   1.9521   0.000720   1021.81   970.75    0.278038   0.681665   68.9662    0.0940   0.9745    -0.0733   -0.0507   0.0725
392.03   1.9525   0.000720   1021.83   971.01    0.278390   0.682356   68.9670    0.0940   0.9745    -0.0733   -0.0507   0.0725
392.53   1.9529   0.000720   1021.85   971.27    0.278742   0.683046   68.9678    0.0940   0.9745    -0.0733   -0.0507   0.0725
393.03   1.9534   0.000720   1021.87   971.52    0.279094   0.683736   68.9686    0.0940   0.9745    -0.0733   -0.0507   0.0725
393.53   1.9538   0.000719   1021.89   971.78    0.279446   0.684427   68.9695    0.0940   0.9745    -0.0733   -0.0507   0.0725
394.03   1.9543   0.000719   1021.91   972.03    0.279798   0.685117   68.9703    0.0940   0.9745    -0.0733   -0.0507   0.0725
394.53   1.9547   0.000719   1021.94   972.28    0.280150   0.685807   68.9711    0.0940   0.9745    -0.0733   -0.0507   0.0725
395.03   1.9552   0.000719   1021.96   972.54    0.280502   0.686497   68.9719    0.0940   0.9745    -0.0733   -0.0507   0.0725
395.53   1.9556   0.000719   1021.98   972.79    0.280854   0.687187   68.9727    0.0940   0.9745    -0.0733   -0.0507   0.0725
396.03   1.9560   0.000719   1022.00   973.05    0.281206   0.687876   68.9735    0.0940   0.9745    -0.0733   -0.0507   0.0725
396.53   1.9565   0.000718   1022.02   973.30    0.281558   0.688566   68.9743    0.0940   0.9745    -0.0733   -0.0507   0.0725
397.03   1.9569   0.000718   1022.04   973.55    0.281910   0.689255   68.9751    0.0940   0.9745    -0.0733   -0.0507   0.0725
397.53   1.9574   0.000718   1022.07   973.80    0.282262   0.689945   68.9759    0.0940   0.9745    -0.0733   -0.0507   0.0725
398.03   1.9578   0.000718   1022.09   974.05    0.282614   0.690634   68.9768    0.0940   0.9745    -0.0733   -0.0507   0.0725
398.53   1.9582   0.000718   1022.11   974.31    0.282966   0.691323   68.9776    0.0940   0.9745    -0.0733   -0.0507   0.0725
399.03   1.9587   0.000718   1022.13   974.56    0.283318   0.692012   68.9784    0.0940   0.9745    -0.0733   -0.0507   0.0725
399.53   1.9591   0.000717   1022.15   974.81    0.283669   0.692701   68.9792    0.0940   0.9745    -0.0733   -0.0507   0.0725
400.03   1.9596   0.000717   1022.17   975.06    0.284021   0.693390   68.9800    0.0940   0.9745    -0.0733   -0.0507   0.0725
400.53   1.9600   0.000717   1022.20   975.31    0.284373   0.694078   68.9808    0.0940   0.9745    -0.0733   -0.0507   0.0725
401.03   1.9604   0.000717   1022.22   975.56    0.284725   0.694767   68.9816    0.0940   0.9745    -0.0733   -0.0507   0.0725
401.53   1.9609   0.000717   1022.24   975.81    0.285077   0.695455   68.9825    0.0940   0.9744    -0.0733   -0.0507   0.0725
402.03   1.9613   0.000717   1022.26   976.06    0.285429   0.696144   68.9833    0.0940   0.9744    -0.0733   -0.0507   0.0725
402.53   1.9617   0.000716   1022.28   976.31    0.285781   0.696832   68.9841    0.0940   0.9744    -0.0733   -0.0507   0.0726
403.03   1.9622   0.000716   1022.30   976.55    0.286132   0.697520   68.9849    0.0940   0.9744    -0.0733   -0.0507   0.0726
403.53   1.9626   0.000716   1022.32   976.80    0.286484   0.698208   68.9857    0.0940   0.9744    -0.0733   -0.0507   0.0726
404.03   1.9631   0.000716   1022.35   977.05    0.286836   0.698896   68.9866    0.0940   0.9744    -0.0733   -0.0507   0.0726
404.53   1.9635   0.000716   1022.37   977.30    0.287188   0.699584   68.9874    0.0940   0.9744    -0.0733   -0.0507   0.0726
405.03   1.9639   0.000716   1022.39   977.55    0.287540   0.700271   68.9882    0.0940   0.9744    -0.0733   -0.0507   0.0726
405.53   1.9644   0.000716   1022.41   977.79    0.287891   0.700959   68.9890    0.0940   0.9744    -0.0733   -0.0507   0.0726
406.03   1.9648   0.000715   1022.43   978.04    0.288243   0.701646   68.9899    0.0940   0.9744    -0.0733   -0.0507   0.0726
406.53   1.9652   0.000715   1022.45   978.28    0.288595   0.702334   68.9907    0.0940   0.9744    -0.0733   -0.0507   0.0726
407.03   1.9657   0.000715   1022.48   978.53    0.288947   0.703021   68.9915    0.0940   0.9744    -0.0733   -0.0507   0.0726
407.53   1.9661   0.000715   1022.50   978.78    0.289298   0.703708   68.9923    0.0940   0.9744    -0.0733   -0.0507   0.0726
408.03   1.9665   0.000715   1022.52   979.02    0.289650   0.704395   68.9932    0.0940   0.9744    -0.0733   -0.0507   0.0726
408.53   1.9670   0.000715   1022.54   979.27    0.290002   0.705082   68.9940    0.0940   0.9744    -0.0733   -0.0507   0.0726
409.03   1.9674   0.000714   1022.56   979.51    0.290354   0.705769   68.9948    0.0940   0.9744    -0.0733   -0.0507   0.0726
409.53   1.9678   0.000714   1022.58   979.75    0.290705   0.706455   68.9956    0.0940   0.9744    -0.0733   -0.0507   0.0726
410.03   1.9683   0.000714   1022.60   980.00    0.291057   0.707142   68.9965    0.0940   0.9744    -0.0733   -0.0507   0.0726
410.53   1.9687   0.000714   1022.63   980.24    0.291409   0.707828   68.9973    0.0940   0.9744    -0.0733   -0.0507   0.0726
411.03   1.9691   0.000714   1022.65   980.49    0.291760   0.708515   68.9981    0.0940   0.9744    -0.0733   -0.0507   0.0726
411.53   1.9695   0.000714   1022.67   980.73    0.292112   0.709201   68.9990    0.0940   0.9744    -0.0733   -0.0507   0.0726
412.03   1.9700   0.000713   1022.69   980.97    0.292464   0.709887   68.9998    0.0940   0.9744    -0.0733   -0.0507   0.0726
412.53   1.9704   0.000713   1022.71   981.21    0.292815   0.710573   69.0006    0.0940   0.9744    -0.0733   -0.0507   0.0726
413.03   1.9708   0.000713   1022.73   981.46    0.293167   0.711259   69.0015    0.0940   0.9744    -0.0733   -0.0507   0.0726
413.53   1.9713   0.000713   1022.76   981.70    0.293519   0.711945   69.0023    0.0940   0.9744    -0.0733   -0.0507   0.0726
414.03   1.9717   0.000713   1022.78   981.94    0.293870   0.712630   69.0031    0.0940   0.9744    -0.0733   -0.0507   0.0726
414.53   1.9721   0.000713   1022.80   982.18    0.294222   0.713316   69.0040    0.0940   0.9744    -0.0733   -0.0507   0.0726
415.03   1.9725   0.000713   1022.82   982.42    0.294574   0.714002   69.0048    0.0940   0.9744    -0.0733   -0.0507   0.0726
415.53   1.9730   0.000712   1022.84   982.66    0.294925   0.714687   69.0056    0.0940   0.9744    -0.0733   -0.0507   0.0726
416.03   1.9734   0.000712   1022.86   982.90    0.295277   0.715372   69.0065    0.0940   0.9744    -0.0733   -0.0507   0.0726
416.53   1.9738   0.000712   1022.88   983.14    0.295628   0.716057   69.0073    0.0940   0.9744    -0.0733   -0.0507   0.0726
417.03   1.9743   0.000712   1022.91   983.38    0.295980   0.716742   69.0082    0.0940   0.9743    -0.0733   -0.0507   0.0726
417.53   1.9747   0.000712   1022.93   983.62    0.296332   0.717427   69.0090    0.0940   0.9743    -0.0733   -0.0507   0.0726
418.03   1.9751   0.000712   1022.95   983.86    0.296683   0.718112   69.0098    0.0940   0.9743    -0.0733   -0.0507   0.0726
418.53   1.9755   0.000711   1022.97   984.10    0.297035   0.718797   69.0107    0.0940   0.9743    -0.0733   -0.0507   0.0726
419.03   1.9760   0.000711   1022.99   984.33    0.297386   0.719481   69.0115    0.0940   0.9743    -0.0733   -0.0507   0.0726
419.53   1.9764   0.000711   1023.01   984.57    0.297738   0.720166   69.0124    0.0940   0.9743    -0.0733   -0.0507   0.0726
420.03   1.9768   0.000711   1023.03   984.81    0.298089   0.720850   69.0132    0.0940   0.9743    -0.0733   -0.0507   0.0726
420.53   1.9772   0.000711   1023.05   985.05    0.298441   0.721535   69.0140    0.0940   0.9743    -0.0733   -0.0507   0.0726
421.03   1.9776   0.000711   1023.08   985.28    0.298792   0.722219   69.0149    0.0940   0.9743    -0.0733   -0.0507   0.0726
421.53   1.9781   0.000711   1023.10   985.52    0.299144   0.722903   69.0157    0.0940   0.9743    -0.0733   -0.0507   0.0726
422.03   1.9785   0.000710   1023.12   985.76    0.299495   0.723587   69.0166    0.0940   0.9743    -0.0733   -0.0507   0.0726
422.53   1.9789   0.000710   1023.14   985.99    0.299847   0.724271   69.0174    0.0940   0.9743    -0.0733   -0.0507   0.0726
423.03   1.9793   0.000710   1023.16   986.23    0.300198   0.724954   69.0183    0.0940   0.9743    -0.0733   -0.0507   0.0726
423.53   1.9798   0.000710   1023.18   986.46    0.300550   0.725638   69.0191    0.0940   0.9743    -0.0733   -0.0507   0.0726
424.03   1.9802   0.000710   1023.20   986.70    0.300901   0.726322   69.0200    0.0940   0.9743    -0.0733   -0.0507   0.0726
424.53   1.9806   0.000710   1023.23   986.93    0.301253   0.727005   69.0208    0.0940   0.9743    -0.0733   -0.0507   0.0726
425.03   1.9810   0.000709   1023.25   987.17    0.301604   0.727688   69.0216    0.0940   0.9743    -0.0733   -0.0507   0.0726
425.53   1.9814   0.000709   1023.27   987.40    0.301956   0.728372   69.0225    0.0940   0.9743    -0.0733   -0.0507   0.0726
426.03   1.9819   0.000709   1023.29   987.64    0.302307   0.729055   69.0233    0.0940   0.9743    -0.0733   -0.0507   0.0726
426.53   1.9823   0.000709   1023.31   987.87    0.302659   0.729738   69.0242    0.0940   0.9743    -0.0733   -0.0507   0.0726
427.03   1.9827   0.000709   1023.33   988.10    0.303010   0.730421   69.0250    0.0940   0.9743    -0.0733   -0.0507   0.0726
427.53   1.9831   0.000709   1023.35   988.34    0.303361   0.731103   69.0259    0.0940   0.9743    -0.0733   -0.0507   0.0726
428.03   1.9835   0.000709   1023.37   988.57    0.303713   0.731786   69.0267    0.0940   0.9743    -0.0733   -0.0507   0.0726
428.53   1.9840   0.000708   1023.40   988.80    0.304064   0.732469   69.0276    0.0940   0.9743    -0.0733   -0.0507   0.0726
429.03   1.9844   0.000708   1023.42   989.04    0.304416   0.733151   69.0284    0.0940   0.9743    -0.0733   -0.0507   0.0726
429.53   1.9848   0.000708   1023.44   989.27    0.304767   0.733834   69.0293    0.0940   0.9743    -0.0733   -0.0507   0.0726
430.03   1.9852   0.000708   1023.46   989.50    0.305118   0.734516   69.0302    0.0940   0.9743    -0.0733   -0.0507   0.0726
430.53   1.9856   0.000708   1023.48   989.73    0.305470   0.735198   69.0310    0.0940   0.9743    -0.0733   -0.0507   0.0726
431.03   1.9860   0.000708   1023.50   989.96    0.305821   0.735880   69.0319    0.0940   0.9743    -0.0733   -0.0507   0.0726
431.53   1.9864   0.000708   1023.52   990.19    0.306172   0.736562   69.0327    0.0940   0.9743    -0.0733   -0.0507   0.0726
432.03   1.9869   0.000707   1023.54   990.42    0.306524   0.737244   69.0336    0.0940   0.9743    -0.0733   -0.0507   0.0726
432.53   1.9873   0.000707   1023.57   990.65    0.306875   0.737926   69.0344    0.0940   0.9743    -0.0733   -0.0507   0.0726
433.03   1.9877   0.000707   1023.59   990.88    0.307226   0.738607   69.0353    0.0940   0.9743    -0.0733   -0.0507   0.0726
433.53   1.9881   0.000707   1023.61   991.11    0.307578   0.739289   69.0361    0.0940   0.9743    -0.0733   -0.0508   0.0726
434.03   1.9885   0.000707   1023.63   991.34    0.307929   0.739970   69.0370    0.0940   0.9742    -0.0734   -0.0508   0.0726
434.53   1.9889   0.000707   1023.65   991.57    0.308280   0.740652   69.0379    0.0940   0.9742    -0.0734   -0.0508   0.0726
435.03   1.9893   0.000706   1023.67   991.80    0.308631   0.741333   69.0387    0.0940   0.9742    -0.0734   -0.0508   0.0726
435.53   1.9898   0.000706   1023.69   992.03    0.308983   0.742014   69.0396    0.0940   0.9742    -0.0734   -0.0508   0.0726
436.03   1.9902   0.000706   1023.71   992.26    0.309334   0.742695   69.0404    0.0940   0.9742    -0.0734   -0.0508   0.0726
436.53   1.9906   0.000706   1023.74   992.48    0.309685   0.743376   69.0413    0.0940   0.9742    -0.0734   -0.0508   0.0726
437.03   1.9910   0.000706   1023.76   992.71    0.310036   0.744057   69.0422    0.0940   0.9742    -0.0734   -0.0508   0.0726
437.53   1.9914   0.000706   1023.78   992.94    0.310388   0.744737   69.0430    0.0940   0.9742    -0.0734   -0.0508   0.0726
438.03   1.9918   0.000706   1023.80   993.17    0.310739   0.745418   69.0439    0.0940   0.9742    -0.0734   -0.0508   0.0726
438.53   1.9922   0.000705   1023.82   993.39    0.311090   0.746099   69.0448    0.0940   0.9742    -0.0734   -0.0508   0.0726
439.03   1.9926   0.000705   1023.84   993.62    0.311441   0.746779   69.0456    0.0940   0.9742    -0.0734   -0.0508   0.0726
439.53   1.9931   0.000705   1023.86   993.85    0.311792   0.747459   69.0465    0.0940   0.9742    -0.0734   -0.0508   0.0726
440.03   1.9935   0.000705   1023.88   994.07    0.312144   0.748140   69.0473    0.0940   0.9742    -0.0734   -0.0508   0.0726
440.53   1.9939   0.000705   1023.91   994.30    0.312495   0.748820   69.0482    0.0940   0.9742    -0.0734   -0.0508   0.0726
441.03   1.9943   0.000705   1023.93   994.52    0.312846   0.749500   69.0491    0.0940   0.9742    -0.0734   -0.0508   0.0726
441.53   1.9947   0.000705   1023.95   994.75    0.313197   0.750180   69.0499    0.0940   0.9742    -0.0734   -0.0508   0.0726
442.03   1.9951   0.000704   1023.97   994.97    0.313548   0.750859   69.0508    0.0940   0.9742    -0.0734   -0.0508   0.0726
442.53   1.9955   0.000704   1023.99   995.20    0.313899   0.751539   69.0517    0.0940   0.9742    -0.0734   -0.0508   0.0726
443.03   1.9959   0.000704   1024.01   995.42    0.314251   0.752219   69.0525    0.0940   0.9742    -0.0734   -0.0508   0.0726
443.53   1.9963   0.000704   1024.03   995.65    0.314602   0.752898   69.0534    0.0940   0.9742    -0.0734   -0.0508   0.0726
444.03   1.9967   0.000704   1024.05   995.87    0.314953   0.753578   69.0543    0.0940   0.9742    -0.0734   -0.0508   0.0726
444.53   1.9971   0.000704   1024.07   996.09    0.315304   0.754257   69.0551    0.0940   0.9742    -0.0734   -0.0508   0.0726
445.03   1.9975   0.000704   1024.10   996.32    0.315655   0.754936   69.0560    0.0940   0.9742    -0.0734   -0.0508   0.0726
445.53   1.9979   0.000703   1024.12   996.54    0.316006   0.755615   69.0569    0.0940   0.9742    -0.0734   -0.0508   0.0726
446.03   1.9984   0.000703   1024.14   996.76    0.316357   0.756294   69.0578    0.0940   0.9742    -0.0734   -0.0508   0.0726
446.53   1.9988   0.000703   1024.16   996.99    0.316708   0.756973   69.0586    0.0940   0.9742    -0.0734   -0.0508   0.0726
447.03   1.9992   0.000703   1024.18   997.21    0.317059   0.757652   69.0595    0.0940   0.9742    -0.0734   -0.0508   0.0726
447.53   1.9996   0.000703   1024.20   997.43    0.317410   0.758331   69.0604    0.0940   0.9742    -0.0734   -0.0508   0.0726
448.03   2.0000   0.000703   1024.22   997.65    0.317761   0.759009   69.0612    0.0940   0.9742    -0.0734   -0.0508   0.0726
448.53   2.0004   0.000703   1024.24   997.87    0.318113   0.759688   69.0621    0.0940   0.9742    -0.0734   -0.0508   0.0726
449.03   2.0008   0.000702   1024.26   998.10    0.318464   0.760366   69.0630    0.0940   0.9742    -0.0734   -0.0508   0.0726
449.53   2.0012   0.000702   1024.29   998.32    0.318815   0.761044   69.0639    0.0940   0.9742    -0.0734   -0.0508   0.0726
